Year_Code,Country_Name,Country_Code,Adults_15_living_HIV,Adults_Children_0_14_15_living_HIV,AIDS_estimated_deaths_UNAIDS,Adults_children_0_14_15_newly_infected_HIV,Adults_15_newly_infected_HIV,Children_0_14_living_with_HIV,Children_orphaned_by_HIV_AIDS,Children_0_14_newly_infected_HIV,Incidence_tuberculosis_per_100000,Labor_force_total,Mortality_traffic_injury_100K,Population_female,Population_male,Population_total,Malaria_cases_reported,Suicide_mortality_per_100K,Tuberculosis_death_per_100K,Tuberculosis_case_detection,Tuberculosis_treatment_success_NewCases
YR2013,Ghana,GHA,250000,290000,18000,18000,14000,36000,320000,4200,168,12309496,,13271204,13075047,26346251,1639451,,37,34,85
YR2013,Gibraltar,GIB,,,,,,,,,,,,,,33831,,,,,
YR2013,Greece,GRC,,,,,,,,,5.1,4883929,,5564878,5400333,10965211,,,0.97,87,
YR2013,Greenland,GRL,,,,,,,,,196,,,,,56483,,,16,87,
YR2013,Grenada,GRD,,,,,,,,,0.55,,,52858,53051,105909,,,0.95,,100
YR2013,Guam,GUM,,,,,,,,,33,73823,,79018,81357,160375,,,2.7,87,92
YR2013,Guatemala,GTM,41000,43000,1000,2600,2400,1500,8400,500,26,5949030,,7928287,7667927,15596214,6214,,2.2,80,84
YR2013,Guinea,GIN,110000,120000,4700,7700,6900,10000,67000,1000,177,5406768,,5759456,5777159,11536615,211257,,29,53,79
YR2013,Guinea-Bissau,GNB,35000,40000,2100,1600,1200,4500,23000,500,387,707648,,855739,825756,1681495,54584,,70,31,77
YR2013,Guyana,GUY,7200,7400,200,1000,500,500,1000,100,112,312838,,377474,380607,758081,31479,,16,80,67
YR2013,Haiti,HTI,140000,150000,5700,9000,8500,8300,84000,1000,206,4495293,,5272949,5158827,10431776,20586,,19,79,81
YR2013,Honduras,HND,21000,22000,1100,1000,1000,1000,26000,100,46,3699973,,4342501,4315284,8657785,5428,,1.1,82,89
YR2013,Hungary,HUN,,,,,,,,,12,4420495,,5194660,4698422,9893082,,,0.99,87,74
YR2013,Iceland,ISL,,,,,,,,,3.9,190810,,161052,162712,323764,,,3.3,87,91
YR2013,India,IND,2000000,2100000,88000,93000,79000,,,,228,484664175,,615591238,662970969,1278562207,881730,,38,43,88
YR2013,Indonesia,IDN,580000,590000,33000,56000,53000,11000,130000,2800,403,122010546,,124990757,127041506,252032263,343527,,42,32,88
YR2013,"Iran, Islamic Rep.",IRN,64000,65000,3900,5400,5200,1000,20000,200,18,26155771,,38412198,39023186,77435384,479,,1.9,80,87
YR2013,Iraq,IRQ,,,,,,,,,45,8426473,,16745834,17137311,33883145,0,,2.3,56,88
YR2013,Ireland,IRL,5700,5700,,500,500,100,1000,100,8.8,2190302,,2314396,2283898,4598294,,,0.49,87,59
YR2013,Isle of Man,IMN,,,,,,,,,,,,,,82013,,,,,
YR2013,Israel,ISR,,,,,,,,,4.5,3713619,,4069325,3990175,8059500,,,0.19,87,84
YR2013,Italy,ITA,130000,130000,,3700,3700,1000,13000,100,5.8,25045495,,30949950,29283998,60233948,,,0.55,87,
YR2013,Jamaica,JAM,29000,30000,1300,,,500,15000,100,4.3,1386012,,1433437,1418370,2851807,,,0.24,80,77
YR2013,Japan,JPN,,,,,,,,,19,65634180,,65151607,62293393,127445000,,,2.7,87,54
YR2013,Jordan,JOR,500,500,100,100,100,,,,6,2132068,,4143170,4270294,8413464,,,0.3,80,88
YR2013,Kazakhstan,KAZ,20000,20000,1000,2700,2600,500,4000,100,115,8958997,,8789901,8245374,17035275,,,9.5,96,89
YR2013,Kenya,KEN,1400000,1500000,48000,77000,63000,150000,1100000,14000,259,17301674,,22545763,22281086,44826849,2335286,,18,79,86
YR2013,Kiribati,KIR,,,,,,,,,469,,,55065,53470,108535,,,23,80,86
YR2013,"Korea, Dem. People’s Rep.",PRK,,,,,,,,,490,15573887,,12770544,12215432,24985976,14407,,54,80,92
YR2013,"Korea, Rep.",KOR,,,,,,,,,89,26226135,,25177505,25251388,50428893,383,,5.5,94,82
YR2013,Kosovo,XKX,,,,,,,,,,,,,,1824100,,,,,
YR2013,Kuwait,KWT,500,500,100,100,100,,,,23,1929125,,1528741,2069644,3598385,,,0.21,87,82
YR2013,Kyrgyz Republic,KGZ,6800,7000,500,1000,1000,200,1500,100,141,2486568,,2887600,2832000,5719600,0,,11,88,85
YR2013,Lao PDR,LAO,10000,11000,500,1000,1000,1000,2300,100,197,3279108,,3259544,3235013,6494557,38131,,57,32,87
YR2013,Latvia,LVA,6500,6500,500,500,500,100,1800,100,50,1029318,,1089880,922767,2012647,,,5.2,87,83
YR2013,Lebanon,LBN,1900,2000,100,200,200,,,,15,1880476,,2612875,2663227,5276102,,,1.2,87,71
YR2013,Lesotho,LSO,290000,310000,9400,23000,20000,,,,916,891711,,1091073,1026288,2117361,,,56,50,70
YR2013,Liberia,LBR,39000,44000,3000,3000,2500,5100,52000,1000,308,1490517,,2127555,2158736,4286291,1244220,,54,57,40
YR2013,Libya,LBY,,,,,,,,,40,2385007,,3055473,3140497,6195970,,,8.3,54,59
YR2013,Liechtenstein,LIE,,,,,,,,,,,,,,36834,,,,,
YR2013,Lithuania,LTU,2600,2600,200,500,500,,,,65,1468277,,1596810,1360879,2957689,,,7.2,82,80
YR2013,Low income,LIC,,,,,,,,,242,257484377,,306033617,301953734,607987351,,,37,54,86
YR2013,Luxembourg,LUX,,,100,200,100,,,100,8,263259,,271601,271759,543360,,,0.19,87,0
YR2013,"Macao SAR, China",MAC,,,,,,,,,88,358577,,299466,276375,575841,,,7.1,87,82
YR2013,"Macedonia, FYR",MKD,500,500,100,100,100,,,,17,961580,,1038281,1037458,2075739,,,1.4,88,91
YR2013,Madagascar,MDG,23000,24000,1500,3200,2900,1800,18000,500,233,11446004,,11517879,11443267,22961146,387045,,51,50,82
YR2013,Malawi,MWI,870000,1000000,32000,45000,36000,130000,810000,8900,261,7333843,,8372941,8204206,16577147,1280892,,18,42,82
YR2013,Malaysia,MYS,100000,110000,8500,7000,7000,500,88000,100,91,13903106,,14360498,15346226,29706724,2921,,8,87,76
YR2013,Maldives,MDV,,,,,,,,,41,200786,,172986,220014,393000,,,4.1,80,84
YR2013,Mali,MLI,99000,110000,5300,6600,4700,14000,88000,1900,60,5668058,,8240526,8237292,16477818,1367218,,11,58,74
YR2013,Malta,MLT,500,500,100,,,,,,14,187388,,211618,211756,423374,,,0.72,87,76
YR2013,Marshall Islands,MHL,,,,,,,,,354,,,,,52793,,,39,80,89
YR2013,Mauritania,MRT,12000,13000,1000,,,1000,12000,200,115,1103750,,1961066,1985104,3946170,1587,,23,50,71
YR2013,Mauritius,MUS,,,,,,,,,21,600402,,634860,623793,1258653,,,1.4,49,88
YR2013,Mexico,MEX,200000,200000,5000,12000,12000,2500,66000,500,21,54408566,,61535994,60999975,122535969,495,,2,81,80
YR2013,Middle East & North Africa,MEA,,,,,,,,,34,140975571,,199625961,213324446,412950407,,,2.8,76,86
YR2013,Moldova,MDA,13000,13000,500,1400,1400,200,1900,100,159,1241247,,1847498,1711068,3558566,,,8.7,69,80
YR2013,Monaco,MCO,,,,,,,,,0.78,,,,,37971,,,0.06,,100
YR2013,Mongolia,MNG,500,500,100,100,100,,,,428,1287191,,1447368,1421739,2869107,,,21,35,89
YR2013,Montenegro,MNE,500,500,100,100,100,,,,22,248488,,314873,306334,621207,,,0.19,87,87
YR2013,Morocco,MAR,21000,21000,1000,1300,1300,500,5300,100,104,11952744,,17117316,16707453,33824769,0,,8.7,84,89
YR2013,Mozambique,MOZ,1600000,1800000,84000,120000,100000,220000,1200000,22000,551,11400987,,13563638,12870734,26434372,2998874,,71,37,88
YR2013,Myanmar,MMR,220000,230000,12000,13000,12000,9400,130000,1000,373,28676778,,26329696,25118500,51448196,251273,,53,68,87
YR2013,Namibia,NAM,200000,220000,3600,11000,9800,17000,76000,1200,511,850408,,1192582,1123938,2316520,4911,,31,80,86
YR2013,Nauru,NRU,,,,,,,,,78,,,,,10821,,,6.4,,67
YR2013,Nepal,NPL,34000,35000,2200,1500,1400,1300,28000,100,159,15276861,,14398287,13587023,27985310,1974,,19,76,91
YR2013,Netherlands,NLD,22000,22000,500,1000,1000,100,1100,100,5.7,8999236,,8455090,8349342,16804432,,,0.24,87,88
YR2013,New Caledonia,NCL,,,,,,,,,15,113740,,129887,133113,263000,,,1.2,,60
YR2013,New Zealand,NZL,,,,,,,,,7,2405997,,2258668,2183432,4442100,,,0.21,87,84
YR2013,Nicaragua,NIC,8700,8900,500,500,500,500,7100,100,58,2616027,,3015883,2929864,5945747,1194,,2.9,80,84
YR2013,Niger,NER,46000,52000,3400,2000,1300,6600,77000,1000,102,5937513,,9203723,9222649,18426372,2353422,,18,60,79
YR2013,Nigeria,NGA,2800000,3100000,190000,220000,180000,280000,2700000,36000,338,53743748,,84844470,86984833,171829303,,,97,16,86
YR2013,North America,NAC,,,,,,,,,3.5,178598435,,177593900,173766459,351425360,,,0.2,87,83
YR2013,Norway,NOR,,,,,,,,,8.2,2704284,,2528826,2550797,5079623,,,0.4,87,89
YR2013,Oman,OMN,,,,,,,,,9.7,1887197,,1360629,2350852,3711481,0,,0.6,87,96
YR2013,Pakistan,PAK,97000,99000,3300,16000,15000,2100,12000,1000,275,63234030,,88351309,93361286,181712595,281755,,27,58,93
YR2013,Palau,PLW,,,,,,,,,44,,,,,20920,,,3.6,87,88
YR2013,Panama,PAN,18000,19000,1000,1200,1200,,,,48,1806399,,1912426,1926036,3838462,705,,6.1,80,80
YR2013,Papua New Guinea,PNG,39000,42000,1500,2700,2300,3400,16000,500,432,3356894,,3730662,3862203,7592865,279994,,53,72,67
YR2013,Paraguay,PRY,17000,17000,1000,1300,1300,500,5900,100,40,3163735,,3184174,3281566,6465740,0,,4,87,68
YR2013,Peru,PER,68000,69000,2000,,,1600,41000,100,122,16103967,,15296126,15269590,30565716,43468,,6.3,80,79
YR2013,Philippines,PHL,30000,31000,500,6500,6400,500,1100,100,322,42814694,,48812495,49668537,98481032,6514,,21,73,90
YR2013,Poland,POL,,,,,,,,,21,18297521,,19659204,18380992,38040196,,,1.5,87,59
YR2013,Portugal,PRT,,,,,,,,,26,5289873,,5486359,4970936,10457295,,,2.2,87,74
YR2013,Puerto Rico,PRI,,,,,,,,,1.6,1224801,,1866114,1726963,3593077,,,0.3,87,73
YR2013,Qatar,QAT,100,100,100,100,100,,,,32,1655115,,543652,1706821,2250473,,,0.3,,85
YR2013,Romania,ROU,15000,15000,200,1000,1000,100,1000,100,90,9273752,,10293901,9689792,19983693,,,5.8,87,85
YR2013,Russian Federation,RUS,,,,,,,,,85,76506594,,76895161,66611750,143506911,,,12,87,68
YR2013,Rwanda,RWA,200000,220000,3700,8000,7000,20000,110000,1000,69,5523267,,5642849,5422302,11065151,962618,,6.7,75,85
YR2013,Samoa,WSM,,,,,,,,,13,48899,,92380,98377,190757,,,1.1,87,83
YR2013,San Marino,SMR,,,,,,,,,2.5,,,,,32303,,,0,,
YR2013,Sao Tome and Principe,STP,,,,,,,,,91,63386,,93937,93108,187045,9243,,5.9,88,73
YR2013,Saudi Arabia,SAU,7400,7600,200,500,500,500,1300,100,13,11864444,,13045253,16899223,29944476,34,,2.2,87,56
YR2013,Senegal,SEN,38000,44000,2000,1300,1000,5100,25000,1000,136,4554449,,7197887,6922433,14120320,345889,,20,68,87
YR2013,Serbia,SRB,2200,2200,100,200,200,,,,27,3078946,,3661620,3502512,7164132,,,1.6,87,78
YR2013,Seychelles,SYC,,,,,,,,,29,,,44577,45372,89949,,,2.1,87,79
YR2013,Sierra Leone,SLE,57000,62000,2600,,,4600,23000,1000,313,2612668,,3499147,3422932,6922079,1701958,,50,62,87
YR2013,Singapore,SGP,,,,,,,,,46,3054833,,2734397,2664765,5399162,,,1.2,87,77
YR2013,Slovak Republic,SVK,1000,1000,100,100,100,,,,8.4,2729795,,2784230,2629163,5413393,,,0.38,87,94
YR2013,Slovenia,SVN,1000,1000,100,100,100,,,,7.7,1012989,,1038454,1021499,2059953,,,0.81,87,77
YR2013,Small states,SST,,,,,,,,,,16683086,,17958493,19353304,37565022,,,,,
YR2013,Solomon Islands,SLB,,,,,,,,,80,227321,,277194,286319,563513,25609,,8.8,80,94
YR2013,Somalia,SOM,22000,25000,1800,1900,1500,2600,26000,500,285,3759517,,6586013,6546336,13132349,7407,,70,44,86
YR2013,South Africa,ZAF,6200000,6600000,130000,320000,300000,370000,2000000,20000,860,19663016,,27130274,26181681,53311955.61,8645,,49,68,78
YR2013,South Asia,SAS,,,,,,,,,229,648965135,,822923992,876382061,1699306053,,,37,46,89
YR2013,South Sudan,SSD,180000,200000,14000,17000,14000,18000,130000,2600,146,,,5584026,5593464,11177490,262520,,34,38,72
YR2013,Spain,ESP,140000,140000,,4100,4100,100,8500,100,13,23375287,,23674454,22945591,46620045,,,0.64,87,75
YR2013,Sri Lanka,LKA,2700,2800,100,500,500,,,,66,8315370,,10634412,9950588,20585000,0,,5.8,69,85
YR2013,St. Kitts and Nevis,KNA,,,,,,,,,0,,,,,53169,,,0,,
YR2013,St. Lucia,LCA,,,,,,,,,8.8,96105,,89518,86142,175660,,,2.1,56,100
YR2013,St. Martin (French part),MAF,,,,,,,,,,,,,,31264,,,,,
YR2013,St. Vincent and the Grenadines,VCT,,,,,,,,,3.2,54715,,54143,55177,109320,,,0.93,87,
YR2013,Sudan,SDN,48000,50000,2500,5100,4500,2500,20000,1000,100,10237319,,18459075,18390843,36849918,592383,,22,50,82
YR2013,Swaziland,SWZ,190000,200000,4300,12000,10000,18000,85000,1300,900,400099,,655049,616407,1271456,728,,46,59,75
YR2013,Sweden,SWE,9600,9600,200,1000,1000,100,1400,100,7.3,5152402,,4808080,4792299,9600379,,,0.45,87,90
YR2013,Switzerland,CHE,,,,,,,,,6.6,4708639,,4093239,3996107,8089346,,,0.24,87,
YR2013,Syrian Arab Republic,SYR,,,,,,,,,18,5257304,,9802054,10007087,19809141,0,,0.1,80,80
YR2013,Tajikistan,TJK,12000,13000,1000,1200,1200,500,4700,100,100,3605724,,4062090,4115719,8177809,3,,4.2,69,88
YR2013,Tanzania,TZA,1200000,1300000,50000,62000,54000,130000,1300000,8100,336,21773966,,25628191,25008404,50636595,71184,,59,38,91
YR2013,Thailand,THA,470000,480000,19000,9700,9600,7100,250000,100,170,39805031,,34820879,33322186,68143065,33302,,12,55,81
YR2013,Timor-Leste,TLS,,,,,,,,,498,269566,,582874,601492,1184366,1025,,80,67,84
YR2013,Togo,TGO,92000,110000,5900,4600,3100,14000,99000,1500,64,3281195,,3534772,3508176,7042948,882430,,10,58,88
YR2013,Tonga,TON,,,,,,,,,11,42137,,52540,52788,105328,,,0.9,87,90
YR2013,Trinidad and Tobago,TTO,10000,11000,500,500,500,100,2400,100,21,675932,,682079,666169,1348248,,,1.8,87,62
YR2013,Tunisia,TUN,2300,2300,100,500,500,,,,34,4029441,,5566404,5448154,11014558,,,1.9,80,91
YR2013,Turkey,TUR,,,,,,,,,20,27879996,,38525175,37262158,75787333,0,,0.99,87,86
YR2013,Turkmenistan,TKM,,,,,,,,,72,2313799,,2725028,2641249,5366277,,,8.6,80,72
YR2013,Turks and Caicos Islands,TCA,,,,,,,,,6.9,,,,,33108,,,0,87,100
YR2013,Tuvalu,TUV,,,,,,,,,210,,,,,10819,,,17,87,78
YR2013,Uganda,UGA,1200000,1400000,43000,74000,62000,170000,1200000,12000,203,16369071,,18888040,18665686,37553726,1502362,,11,61,75
YR2013,Ukraine,UKR,210000,220000,8500,17000,17000,3600,44000,500,96,22838230,,24485653,21003947,45489600,,,14,84,71
YR2013,United Arab Emirates,ARE,,,,,,,,,1.7,6253231,,2346768,6659495,9006263,,,0.45,52,75
YR2013,United Kingdom,GBR,,,,,,,,,13,33071036,,32561922,31566304,64128226,,,0.54,89,82
YR2013,United States,USA,1100000,,,,38000,,,,3.3,159091418,,159877330,156327578,316204908,,,0.19,87,83
YR2013,Upper middle income,UMC,,,,,,,,,84,1326703466,,1249857199,1271395647,2521454987,,,5.2,79,84
YR2013,Uruguay,URY,11000,12000,500,,,100,3600,100,30,1736387,,1763955,1644050,3408005,,,2,87,79
YR2013,Uzbekistan,UZB,,,,,,,,,86,13308935,,15184730,15058470,30243200,0,,5.9,84,83
YR2013,Vanuatu,VUT,,,,,,,,,62,113056,,124836,128306,253142,2381,,7.4,78,85
YR2013,"Venezuela, RB",VEN,110000,110000,2400,6900,6500,2600,19000,500,27,13867502,,15207940,15109908,30317848,78643,,2.2,80,81
YR2013,Vietnam,VNM,240000,240000,9200,14000,14000,5600,87000,1000,144,53858122,,45386383,44373117,89759500,17128,,19,76,89
YR2013,West Bank and Gaza,PSE,,,,,,,,,1,1063550,,2054885,2114621,4169506,,,0.05,,91
YR2013,World,WLD,32400000,34900000,1200000,2000000,1800000,2400000,18600000,220000,147,3317109099,,3558998195,3621045177,7182860115,,,20,54,86
YR2013,"Yemen, Rep.",YEM,7600,7900,500,1000,1000,500,4000,100,48,7359875,,12651840,12924482,25576322,102778,,4.4,84,90
YR2013,Zambia,ZMB,1000000,1100000,24000,68000,57000,100000,570000,12000,437,6158070,,7637441,7515769,15153210,,,32,61,85
YR2013,Zimbabwe,ZWE,1200000,1300000,37000,55000,49000,,,,304,7253392,,7729043,7325463,15054506,422633,,13,73,80
YR2013,Latin America & Caribbean,LCN,,,,,,,,,42,295280057,,311944872,305233504,617492351,,,2.9,81,75
YR2014,Afghanistan,AFG,6200,6400,500,1000,1000,500,4000,100,189,9397624,,15881092,16876928,32758020,145282,,41,53,87
YR2014,Albania,ALB,1300,1300,100,200,200,,,,19,1182427,,1431651,1457453,2889104,,,0.36,75,88
YR2014,Algeria,DZA,11000,11000,500,1000,1000,500,2200,100,72,12216573,,19365041,19748272,39113313,0,,7.9,80,88
YR2014,American Samoa,ASM,,,,,,,,,7.7,,,,,55437,,,0.63,,
YR2014,Andorra,AND,,,,,,,,,9.5,,,,,79223,,,0.78,87,83
YR2014,Angola,AGO,240000,260000,11000,25000,22000,22000,120000,3000,370,9720079,,13731363,13189103,26920466,2298979,,50,60,34
YR2014,Antigua and Barbuda,ATG,,,,,,,,,3.8,,,51450,47425,98875,,,0.66,87,
YR2014,Arab World,ARB,,,,,,,,,,129253735,,188253495,201789533,390043028,,,,,
YR2014,Argentina,ARG,110000,110000,2300,5400,5300,1300,19000,100,25,19542348,,21951996,21029519,42981515,0,,1.6,87,52
YR2014,Armenia,ARM,3100,3100,200,500,500,,,,45,1471158,,1541734,1364486,2906220,,,3.5,98,78
YR2014,Aruba,ABW,,,,,,,,,2.2,,,54417,49378,103795,,,0.18,87,
YR2014,Australia,AUS,24000,24000,500,1100,1100,100,2700,100,6.5,12338969,,11761189,11699505,23460694,,,0.2,87,79
YR2014,Austria,AUT,,,,,,,,,7.6,4414374,,4363705,4177870,8541575,,,0.83,87,74
YR2014,Azerbaijan,AZE,8100,8100,500,1000,1000,100,1500,100,77,4762901,,4793328,4741751,9535079,0,,0.47,78,83
YR2014,"Bahamas, The",BHS,7700,7800,,,,,,,15,224101,,195145,187024,382169,,,0.41,87,84
YR2014,Bahrain,BHR,500,500,100,100,100,,,,18,733548,,513091,823306,1336397,,,0.47,,
YR2014,Bangladesh,BGD,11000,11000,1000,1400,1400,500,7000,100,227,69307791,,78946134,80459145,159405279,10216,,50,53,93
YR2014,Barbados,BRB,2500,2500,100,200,200,,,,2,152055,,147559,135826,283385,,,0.33,87,100
YR2014,Belarus,BLR,16000,16000,200,2200,2200,100,500,100,58,4844217,,5067708,4406803,9474511,,,5.3,70,88
YR2014,Belgium,BEL,,,,,,,,,9.1,4989495,,5703575,5505482,11209057,,,0.49,87,81
YR2014,Belize,BLZ,4000,4100,200,500,500,200,1000,100,24,163926,,176265,175429,351694,19,,2.6,87,35
YR2014,Benin,BEN,58000,65000,2600,4300,3400,7000,44000,1000,61,4183217,,5163869,5122843,10286712,1044235,,9.9,60,89
YR2014,Bermuda,BMU,,,,,,,,,0,,,,,65139,,,0,,
YR2014,Bhutan,BTN,,,,,,,,,174,369242,,363791,412657,776448,19,,18,80,90
YR2014,Bolivia,BOL,18000,18000,1000,1100,1000,1000,12000,100,120,5180836,,5272022,5290137,10562159,7401,,3.2,64,83
YR2014,Botswana,BWA,330000,350000,4500,12000,11000,15000,82000,1000,385,1138670,,1096973,1071600,2168573,1346,,23,70,77
YR2014,Brazil,BRA,750000,770000,14000,48000,47000,12000,110000,1000,41,105818575,,103757887,100455246,204213133,143415,,2.7,87,71
YR2014,British Virgin Islands,VGB,,,,,,,,,0,,,,,29588,,,0,,
YR2014,Brunei Darussalam,BRN,,,,,,,,,55,199025,,199453,212251,411704,,,4.8,87,65
YR2014,Bulgaria,BGR,3400,3400,200,,,,,,27,3369458,,3710287,3513651,7223938,,,1.4,95,86
YR2014,Burkina Faso,BFA,83000,96000,4200,3700,2900,13000,94000,1000,54,7968472,,8835378,8750599,17585977,5428655,,9.3,59,81
YR2014,Burundi,BDI,73000,86000,4100,3200,2100,14000,110000,1100,126,4581966,,5029633,4862157,9891790,4585273,,24,53,91
YR2014,Cabo Verde,CPV,2500,2600,100,,,200,1300,100,138,244562,,264330,262107,526437,26,,5.3,39,92
YR2014,Cambodia,KHM,69000,74000,2300,1000,1000,4700,56000,200,390,8415376,,7823844,7446946,15270790,25152,,58,72,93
YR2014,Cameroon,CMR,520000,570000,31000,33000,28000,51000,320000,5300,220,9593390,,11114754,11125150,22239904,,,31,52,84
YR2014,Central African Republic,CAF,120000,130000,9100,9400,8300,11000,110000,1100,375,1986220,,2288171,2227221,4515392,295088,,41,57,70
YR2014,Chad,TCD,98000,110000,4200,5800,4300,12000,68000,1500,159,5065303,,6779132,6790306,13569438,914032,,23,55,68
YR2014,Channel Islands,CHI,,,,,,,,,,80931,,82179,80790,162969,,,,,
YR2014,Chile,CHL,53000,54000,,4500,4400,500,6700,100,15,8655459,,8892196,8721602,17613798,,,2.7,87,58
YR2014,China,CHN,,,,,,,,,69,796905370,,661488955,702781045,1364270000,56,,2.8,87,94
YR2014,Colombia,COL,120000,120000,3600,6100,6000,1100,51000,100,30,24662611,,24256048,23535863,47791911,40763,,2.1,80,76
YR2014,Comoros,COM,200,200,100,100,100,,,,35,259423,,376435,382950,759385,2203,,6.9,56,
YR2014,"Congo, Dem. Rep.",COD,340000,390000,25000,16000,11000,53000,570000,5200,325,28103944,,36971104,36751756,73722860,9968983,,65,48,89
YR2014,"Congo, Rep.",COG,79000,85000,4000,7300,6300,5800,59000,1000,381,1959888,,2434474,2436627,4871101,66323,,47,58,69
YR2014,Costa Rica,CRI,12000,12000,200,1000,1000,100,1100,100,12,2264503,,2376650,2380925,4757575,0,,1.1,80,89
YR2014,Cote d'Ivoire,CIV,440000,480000,31000,22000,18000,39000,330000,4700,165,8611684,,11084143,11447207,22531350,3712831,,22,64,79
YR2014,Croatia,HRV,1300,1300,100,100,100,,,,13,1890555,,2196497,2041892,4238389,,,0.95,87,71
YR2014,Cuba,CUB,19000,19000,200,2600,2600,100,1000,100,7.4,5330127,,5714209,5725558,11439767,,,0.4,87,82
YR2014,Curacao,CUW,,,,,,,,,3.7,,,84603,71306,155909,,,0.24,87,
YR2014,Cyprus,CYP,,,,,,,,,3.9,608774,,575633,576676,1152309,,,0.1,87,59
YR2014,Czech Republic,CZE,2700,2700,100,500,500,,,,5.2,5321813,,5353716,5171631,10525347,,,0.37,87,76
YR2014,Denmark,DNK,,,,,,,,,6,2909860,,2837979,2805496,5643475,,,0.35,87,52
YR2014,Djibouti,DJI,7900,8900,1000,1000,500,1000,6900,100,317,321072,,454190,457974,912164,,,32,80,81
YR2014,Dominica,DMA,,,,,,,,,1.6,,,,,72778,,,4.7,87,100
YR2014,Dominican Republic,DOM,67000,69000,3100,2700,2600,2100,47000,100,60,4739299,,5219011,5186833,10405844,496,,4.8,71,83
YR2014,Ecuador,ECU,30000,30000,1000,,,500,11000,100,54,7204757,,7951447,7951665,15903112,241,,3.3,60,77
YR2014,El Salvador,SLV,23000,24000,1000,1100,1000,500,8100,100,41,2800584,,3322780,2958409,6281189,6,,2.4,87,91
YR2014,Equatorial Guinea,GNQ,30000,32000,1000,2300,2000,2400,11000,500,162,577735,,507814,621610,1129424,20417,,7.8,88,58
YR2014,Eritrea,ERI,13000,15000,1000,500,500,1800,14000,100,77,,,,,,30768,,14,61,91
YR2014,Estonia,EST,,,,,,,,,20,683366,,700288,614257,1314545,,,2.2,88,84
YR2014,Ethiopia,ETH,630000,700000,24000,28000,25000,76000,620000,3300,207,46671734,,48760607,48606167,97366774,2118815,,36,60,89
YR2014,European Union,EUU,,,,,,,,,,246917338,,259511223,248646024,508157247,,,,,
YR2014,Fiji,FJI,1000,1000,100,,,,,,53,343179,,435004,450802,885806,,,7.4,80,87
YR2014,Finland,FIN,,,,,,,,,5.3,2686216,,2775369,2686143,5461512,,,0.74,87,45
YR2014,France,FRA,170000,170000,1000,6100,6000,500,5900,100,8.2,30033498,,33747200,32584757,66331957,,,0.85,86,
YR2014,French Polynesia,PYF,,,,,,,,,23,115309,,134936,140548,275484,,,1.9,87,76
YR2014,Gabon,GAB,44000,48000,1800,2100,1700,4100,27000,500,444,581339,,912250,963463,1875713,31900,,54,75,58
YR2014,"Gambia, The",GMB,19000,20000,1000,1400,1100,1600,15000,500,174,802655,,968409,949443,1917852,166229,,18,76,88
YR2014,Georgia,GEO,10000,10000,500,1100,1100,100,1000,100,106,2030011,,1949259,1777741,3727000,0,,4,75,83
YR2014,Germany,DEU,,,,,,,,,6.2,42450423,,41177351,39805149,80982500,,,0.4,87,63
YR2014,Ghana,GHA,250000,290000,17000,19000,15000,35000,300000,3900,165,12640631,,13562832,13399731,26962563,3415912,,38,33,85
YR2014,Gibraltar,GIB,,,,,,,,,,,,,,34038,,,,,
YR2014,Greece,GRC,,,,,,,,,5.1,4819351,,5528491,5363922,10892413,,,0.95,87,
YR2014,Greenland,GRL,,,,,,,,,178,,,,,56295,,,15,87,68
YR2014,Grenada,GRD,,,,,,,,,0,,,53042,53318,106360,,,0.97,,
YR2014,Guam,GUM,,,,,,,,,38,74231,,79354,81613,160967,,,3.2,87,89
YR2014,Guatemala,GTM,42000,44000,1000,2700,2400,1600,9000,500,25,6157910,,8092461,7831098,15923559,4931,,2.1,80,85
YR2014,Guinea,GIN,110000,120000,5300,8000,7000,9800,65000,1000,177,5553328,,5891446,5914063,11805509,660207,,29,54,83
YR2014,Guinea-Bissau,GNB,34000,39000,2200,1600,1200,4500,24000,500,369,728653,,877836,847908,1725744,93431,,68,34,81
YR2014,Guyana,GUY,7500,7800,200,1000,1000,500,1000,100,89,317202,,379485,383908,763393,12354,,13,80,69
YR2014,Haiti,HTI,140000,150000,5100,8700,8000,7900,78000,1000,200,4601708,,5343654,5228812,10572466,17662,,21,75,78
YR2014,Honduras,HND,21000,22000,1100,1000,1000,1000,24000,100,43,3825275,,4418009,4391207,8809216,3380,,1.1,81,89
YR2014,Hungary,HUN,,,,,,,,,9.3,4547138,,5178828,4687640,9866468,,,0.88,87,73
YR2014,Iceland,ISL,,,,,,,,,2.8,193611,,163026,164360,327386,,,2.4,87,89
YR2014,India,IND,2000000,2100000,76000,89000,77000,,,,223,492267048,,623063359,670795935,1293859294,1102205,,37,56,74
YR2014,Indonesia,IDN,590000,600000,35000,53000,50000,12000,150000,2800,399,123568045,,126574773,128556343,255131116,252027,,41,32,84
YR2014,"Iran, Islamic Rep.",IRN,65000,66000,4000,5300,5100,1000,22000,200,16,26556655,,38923852,39487240,78411092,358,,1.7,80,87
YR2014,Iraq,IRQ,,,,,,,,,43,8760337,,17296181,17709899,35006080,0,,2.2,54,92
YR2014,Ireland,IRL,5800,5800,,500,500,100,1000,100,7.3,2185422,,2325925,2291300,4617225,,,0.41,87,56
